-55.653088,-55.006664,-55.76146,-53.89233,-54.068535,-54.263397,-55.348064,-54.613518,-57.23742,-54.59553
-48.704235,-49.548138,-48.237606,-48.87264,-48.57588,-49.813675,-49.160877,-50.392815,-48.22236,-49.676617
-50.333485,-51.170704,-50.77645,-51.36253,-50.685753,-52.429546,-49.559406,-50.179073,-49.358845,-51.110966
-55.535934,-55.03354,-55.45425,-54.56062,-55.1764,-54.30998,-55.115654,-56.32496,-54.95691,-56.489826
-55.586143,-55.22234,-55.44584,-54.66189,-55.707928,-52.540813,-55.4372,-53.77483,-56.52689,-54.557907
-55.73335,-54.635105,-55.279797,-54.3734,-54.78018,-54.990795,-56.04629,-55.10032,-58.431885,-54.549316
-48.94249,-49.594704,-49.477123,-50.37351,-47.788784,-49.596577,-48.336746,-49.7116,-48.846035,-50.02784
-55.373318,-55.767532,-56.00383,-56.49107,-56.243565,-57.408623,-54.05447,-53.725533,-54.356125,-54.67205
-45.386417,-46.02328,-45.04584,-45.53068,-45.07705,-46.27552,-45.248196,-46.378998,-46.12286,-46.615303
-54.69374,-54.960613,-55.198925,-55.600075,-56.05592,-57.04515,-53.548428,-53.87906,-53.35391,-54.25265
-51.31505,-52.138943,-50.894363,-51.335377,-51.637337,-52.05982,-52.615475,-52.676712,-52.30069,-52.889404
-53.293346,-53.756023,-53.524536,-53.390713,-54.494034,-54.685463,-54.45453,-54.543537,-54.01476,-54.897675
-56.41015,-54.651653,-55.51736,-55.234768,-54.80495,-55.725254,-55.053726,-55.918083,-55.725075,-56.798523
-55.445213,-56.07465,-56.02936,-57.134857,-58.80756,-58.19047,-56.926388,-59.386314,-53.09991,-53.935417
