-51.524956,-52.34738,-50.974842,-51.05323,-51.827557,-51.779633,-53.146496,-51.688953,-52.09352,-53.592144
-48.36171,-48.882046,-48.14926,-48.434433,-49.016273,-50.019985,-48.331116,-48.89919,-48.649788,-49.914185
-48.7198,-49.521996,-48.81609,-49.688274,-48.326477,-50.237465,-48.662815,-50.085125,-48.652554,-50.29266
-56.22862,-55.46142,-55.80263,-56.41018,-56.776684,-56.60909,-57.614082,-56.695404,-58.149246,-52.56864
-55.668236,-54.806885,-55.421894,-54.019108,-54.604885,-55.83797,-54.308296,-55.517036,-56.034424,-57.007435
-55.626152,-56.04608,-54.980904,-54.965656,-55.88637,-55.645782,-57.51083,-53.887756,-56.916954,-53.49441
-55.673645,-54.18047,-55.031975,-53.82619,-54.172527,-54.03217,-55.291794,-55.147766,-57.713768,-55.585495
-55.62211,-54.516968,-55.065742,-55.378914,-54.56372,-54.903633,-55.10475,-56.33499,-57.091007,-55.547794
-51.371613,-51.952835,-52.327003,-52.894264,-50.505978,-51.64976,-51.38637,-52.48858,-51.14993,-52.54562
-55.124447,-54.15292,-54.851234,-54.48571,-54.181595,-55.409992,-54.169365,-55.501205,-55.822205,-56.464897
-55.782707,-54.143948,-54.90565,-55.11309,-54.483074,-54.513893,-55.565723,-55.933754,-58.802856,-54.37378
-54.837875,-54.99419,-54.83283,-54.80458,-55.968914,-55.695675,-56.31739,-55.916424,-56.012543,-55.209347
-55.81753,-54.915924,-55.367996,-56.48533,-56.102554,-55.48068,-56.32064,-57.45055,-58.445133,-53.63701
-55.59377,-55.741837,-56.384678,-54.130283,-55.19381,-55.622524,-55.804665,-56.176243,-54.635403,-56.225487
-55.967625,-55.744442,-56.240177,-55.94248,-57.94586,-52.541317,-55.83873,-53.492325,-56.03943,-54.426342
-50.395405,-51.058037,-51.13772,-52.033432,-48.85605,-50.182026,-49.60868,-51.015133,-49.025265,-50.87897
-52.465668,-52.969425,-53.841846,-54.400784,-51.55138,-52.63754,-51.421993,-52.208916,-52.48588,-53.622646
-49.740093,-50.495876,-49.63035,-50.176605,-50.370026,-51.438965,-50.364773,-51.611366,-48.131226,-49.79199
-54.965885,-54.3766,-55.16081,-53.481277,-53.539387,-53.35643,-55.012856,-53.876247,-55.5728,-55.605026
-50.59956,-51.458355,-50.22434,-50.51304,-50.925877,-51.341984,-52.11533,-52.043526,-51.51141,-52.484337
-55.842735,-56.40968,-56.9252,-57.68631,-60.21796,-53.41116,-56.129074,-53.4814,-54.221886,-53.966473
-56.116074,-56.1427,-56.741486,-56.762615,-58.851997,-52.605328,-56.052597,-53.41903,-55.223236,-54.39852
-55.59233,-55.29644,-55.539913,-54.75378,-55.61844,-56.363064,-56.75186,-57.648266,-53.679134,-54.945496
-55.39679,-54.702007,-55.00005,-54.944633,-55.785015,-57.623245,-53.13349,-54.188976,-55.343166,-55.180866
-55.504055,-55.165897,-55.403305,-54.866184,-55.376488,-55.355053,-54.971817,-56.30925,-54.74078,-56.477856
-55.972004,-55.97972,-55.895134,-56.22574,-57.334236,-56.64247,-57.41292,-59.1267,-54.0483,-54.003136
-55.24994,-55.171032,-55.126278,-54.994736,-55.591663,-55.674324,-55.7061,-57.46589,-54.3872,-56.415962
-55.24985,-54.148808,-55.029182,-53.309647,-53.640335,-53.918037,-54.938396,-53.86083,-56.704933,-54.693764
-55.53994,-55.8425,-56.470253,-57.561634,-54.03094,-54.062134,-54.769955,-54.760414,-55.195263,-55.17187
-54.820213,-53.759697,-54.40022,-54.29438,-54.049843,-55.21597,-53.457954,-54.84667,-54.765133,-56.11142
-53.646164,-54.042778,-54.653988,-55.28833,-52.20046,-52.97717,-52.827705,-53.31503,-53.269733,-54.434853
-55.88571,-56.29977,-56.670555,-57.773922,-57.03191,-58.01035,-54.34466,-53.378975,-53.973846,-54.186863
-49.939926,-50.774227,-49.18928,-49.32438,-49.811897,-50.020443,-51.2538,-49.9362,-50.662235,-51.4848
-55.735424,-56.555473,-55.137486,-55.78165,-56.75916,-54.794865,-58.19728,-52.24995,-54.078026,-55.083595
-49.18558,-50.39067,-48.432613,-49.014053,-48.88564,-49.15368,-49.820263,-49.804,-49.525383,-50.332558
-48.6428,-49.1692,-48.5823,-48.93812,-49.517372,-50.80201,-48.08205,-48.71975,-48.50534,-49.895996
